Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Profit_Margin
2023-10-26,Keyboard,Accessories,South,5,875,70.72,2023,10,October,8.082285714285714
2023-09-25,Printer,Office,North,2,268,63.01,2023,9,September,23.511194029850746
2024-07-17,Headphones,Accessories,West,6,5370,1045.1,2024,7,July,19.461824953445063
2024-01-10,Monitor,Accessories,West,8,3624,1071.43,2024,1,January,29.564845474613687
2024-09-22,Smartwatch,Electronics,West,4,1932,301.16,2024,9,September,15.587991718426503
2022-09-05,Smartphone,Electronics,North,7,6020,384.74,2022,9,September,6.391029900332226
2024-05-02,Headphones,Accessories,East,5,1775,234.67,2024,5,May,13.220845070422534
2023-03-09,Smartwatch,Electronics,West,3,1488,382.09,2023,3,March,25.67809139784946
2024-09-21,Keyboard,Accessories,East,6,6720,1113.56,2024,9,September,16.570833333333333
2022-04-06,Mouse,Accessories,East,7,5047,1356.23,2022,4,April,26.87200317020012
2022-03-07,Tablet,Electronics,East,5,3735,957.13,2022,3,March,25.625970548862114
2024-02-26,Keyboard,Accessories,East,5,1250,120.74,2024,2,February,9.6592
2022-01-11,Tablet,Electronics,North,7,2751,548.05,2022,1,January,19.921846601235913
2023-07-14,Laptop,Electronics,East,9,468,58.98,2023,7,July,12.6025641025641
2023-07-06,Printer,Office,North,4,632,114.82,2023,7,July,18.16772151898734
2022-09-15,Keyboard,Accessories,South,7,798,219.2,2022,9,September,27.468671679197993
2022-01-28,Smartwatch,Electronics,South,5,1295,104.26,2022,1,January,8.050965250965252
2024-12-10,Camera,Electronics,West,4,3360,540.38,2024,12,December,16.082738095238096
2023-06-11,Camera,Electronics,North,5,995,206.95,2023,6,June,20.798994974874372
2024-12-20,Smartwatch,Electronics,East,5,550,28.72,2024,12,December,5.221818181818182
2023-02-27,Monitor,Accessories,West,8,5384,724.8,2023,2,February,13.462109955423477
2023-11-19,Printer,Office,East,3,3534,489.06,2023,11,November,13.838709677419356
2024-02-20,Smartphone,Electronics,West,9,6813,890.05,2024,2,February,13.06399530309702
2023-11-27,Smartwatch,Electronics,East,6,5508,1632.37,2023,11,November,29.636347131445167
2022-01-27,Headphones,Accessories,East,1,966,202.53,2022,1,January,20.965838509316768
2024-07-04,Mouse,Accessories,South,4,460,92.24,2024,7,July,20.05217391304348
2023-06-26,Smartphone,Electronics,North,6,7026,459.4,2023,6,June,6.538571021918588
2024-05-24,Smartphone,Electronics,South,5,910,116.47,2024,5,May,12.7989010989011
2022-08-22,Monitor,Accessories,West,9,5796,1729.18,2022,8,August,29.834023464458248
2022-09-28,Monitor,Accessories,North,3,1050,292.64,2022,9,September,27.87047619047619
2024-05-28,Mouse,Accessories,West,1,1043,151.13,2024,5,May,14.48993288590604
2022-10-08,Printer,Office,South,3,3330,503.85,2022,10,October,15.130630630630632
2022-01-19,Mouse,Accessories,East,8,1896,448.53,2022,1,January,23.656645569620252
2023-04-29,Camera,Electronics,West,5,5170,1248.66,2023,4,April,24.15203094777563
2023-04-24,Printer,Office,North,2,466,25.04,2023,4,April,5.3733905579399135
2023-06-15,Mouse,Accessories,North,8,6032,1636.61,2023,6,June,27.132128647214852
2023-03-22,Camera,Electronics,South,1,1084,103.06,2023,3,March,9.507380073800737
2023-09-20,Keyboard,Accessories,North,2,490,45.34,2023,9,September,9.253061224489796
2022-06-30,Monitor,Accessories,North,6,558,57.01,2022,6,June,10.216845878136201
2024-02-18,Monitor,Accessories,East,4,4024,787.06,2024,2,February,19.55914512922465
2023-02-02,Mouse,Accessories,East,4,1560,461.15,2023,2,February,29.56089743589743
2024-03-08,Laptop,Electronics,North,1,126,26.62,2024,3,March,21.126984126984127
2023-10-08,Mouse,Accessories,South,7,4921,827.87,2023,10,October,16.82320666531193
2023-10-10,Headphones,Accessories,West,5,2665,532.76,2023,10,October,19.990994371482177
2023-04-05,Headphones,Accessories,South,4,200,58.42,2023,4,April,29.21
2024-08-01,Smartwatch,Electronics,East,2,186,32.48,2024,8,August,17.462365591397848
2024-10-12,Monitor,Accessories,South,8,5456,898.06,2024,10,October,16.460043988269792
2022-07-29,Smartwatch,Electronics,West,9,3321,540.67,2022,7,July,16.28033724781692
2024-02-13,Headphones,Accessories,North,7,3766,914.49,2024,2,February,24.282793414763677
2022-05-07,Keyboard,Accessories,West,6,3150,498.63,2022,5,May,15.82952380952381
2022-05-19,Laptop,Electronics,East,2,646,110.13,2022,5,May,17.04798761609907
2022-08-12,Smartphone,Electronics,South,5,2665,369.73,2022,8,August,13.873545966228892
2023-10-13,Smartwatch,Electronics,North,9,1467,384.22,2023,10,October,26.19086571233811
2024-07-05,Tablet,Electronics,North,7,4620,990.79,2024,7,July,21.445670995670994
2023-03-17,Tablet,Electronics,West,8,1184,148.69,2023,3,March,12.558277027027026
2023-11-01,Camera,Electronics,East,1,113,20.07,2023,11,November,17.761061946902657
2024-10-02,Printer,Office,East,8,3336,492.76,2024,10,October,14.770983213429256
2023-04-09,Smartphone,Electronics,South,4,4224,477.33,2023,4,April,11.300426136363637
2022-07-09,Headphones,Accessories,North,3,1098,144.24,2022,7,July,13.136612021857925
2024-03-10,Camera,Electronics,South,8,4400,351.82,2024,3,March,7.995909090909091
2022-05-08,Printer,Office,North,8,5616,723.42,2022,5,May,12.881410256410255
2024-03-02,Printer,Office,North,7,4676,520.38,2024,3,March,11.12874251497006
2022-07-19,Smartwatch,Electronics,North,2,2370,641.23,2022,7,July,27.05611814345992
2023-01-24,Mouse,Accessories,West,7,4487,688.76,2023,1,January,15.350122576331623
2024-10-01,Camera,Electronics,North,6,6384,1754.15,2024,10,October,27.477286967418546
2023-03-30,Keyboard,Accessories,South,8,2960,878.11,2023,3,March,29.66587837837838
2022-03-24,Smartwatch,Electronics,East,1,897,250.78,2022,3,March,27.957636566332216
2023-03-25,Smartphone,Electronics,East,2,1178,120.51,2023,3,March,10.230050933786078
2023-01-20,Smartwatch,Electronics,East,2,1026,64.51,2023,1,January,6.287524366471735
2022-05-22,Printer,Office,South,1,1148,89.04,2022,5,May,7.7560975609756095
2023-02-15,Printer,Office,West,7,3185,765.41,2023,2,February,24.03171114599686
2022-03-03,Smartphone,Electronics,East,7,5180,463.35,2022,3,March,8.944980694980694
2022-11-02,Headphones,Accessories,South,5,2025,295.13,2022,11,November,14.574320987654321
2024-12-24,Tablet,Electronics,North,9,1359,187.72,2024,12,December,13.813097866077998
2023-03-30,Camera,Electronics,South,4,1836,462.52,2023,3,March,25.191721132897605
2022-12-03,Tablet,Electronics,West,2,702,112.04,2022,12,December,15.960113960113961
2024-12-07,Smartphone,Electronics,West,8,6576,1337.38,2024,12,December,20.337287104622874
2024-03-07,Smartwatch,Electronics,West,2,1428,398.24,2024,3,March,27.887955182072833
2023-01-08,Camera,Electronics,North,7,6853,1259.03,2023,1,January,18.37195388880782
2022-05-16,Camera,Electronics,West,2,1492,276.56,2022,5,May,18.536193029490615
2024-04-29,Printer,Office,North,6,1938,146.73,2024,4,April,7.571207430340557
2023-01-08,Camera,Electronics,South,5,905,70.91,2023,1,January,7.835359116022099
2022-02-25,Printer,Office,North,3,2571,510.01,2022,2,February,19.83702839362116
2024-04-08,Tablet,Electronics,West,4,1500,127.81,2024,4,April,8.520666666666667
2023-03-17,Smartwatch,Electronics,South,9,8712,1034.27,2023,3,March,11.871786042240586
2024-07-23,Monitor,Accessories,East,4,1308,368.28,2024,7,July,28.15596330275229
2024-03-06,Smartphone,Electronics,South,4,2648,707.32,2024,3,March,26.711480362537763
2022-03-18,Camera,Electronics,South,9,9810,1666.96,2022,3,March,16.992456676860346
2024-05-03,Headphones,Accessories,North,3,3291,274.1,2024,5,May,8.32877544819204
2022-09-22,Smartwatch,Electronics,North,1,758,96.44,2022,9,September,12.722955145118734
2022-09-29,Keyboard,Accessories,East,7,2436,715.14,2022,9,September,29.357142857142854
2024-06-01,Smartwatch,Electronics,North,7,560,163.16,2024,6,June,29.135714285714286
2022-10-20,Smartphone,Electronics,West,8,4240,519.72,2022,10,October,12.257547169811321
2024-09-05,Monitor,Accessories,East,8,5416,403.52,2024,9,September,7.450516986706056
2023-07-16,Smartphone,Electronics,East,8,1728,477.7,2023,7,July,27.644675925925927
2023-07-15,Keyboard,Accessories,West,9,6309,801.15,2023,7,July,12.69852591535901
2023-08-08,Keyboard,Accessories,North,8,3400,758.57,2023,8,August,22.310882352941178
2022-04-29,Laptop,Electronics,East,1,403,72.45,2022,4,April,17.977667493796528
2022-12-17,Keyboard,Accessories,South,4,2108,375.62,2022,12,December,17.81878557874763
2022-09-30,Headphones,Accessories,West,2,1090,296.12,2022,9,September,27.16697247706422
2022-11-06,Keyboard,Accessories,North,7,1274,317.92,2022,11,November,24.954474097331243
2024-04-11,Mouse,Accessories,South,3,1056,70.54,2024,4,April,6.679924242424243
2023-06-01,Mouse,Accessories,North,9,5247,921.09,2023,6,June,17.554602630074328
2023-11-06,Mouse,Accessories,West,7,6006,1595.22,2023,11,November,26.56043956043956
2024-01-18,Monitor,Accessories,West,5,5415,1261.65,2024,1,January,23.299168975069254
2022-02-24,Smartphone,Electronics,West,1,632,81.54,2022,2,February,12.901898734177216
2024-01-31,Printer,Office,West,8,6160,947.96,2024,1,January,15.388961038961039
2023-05-26,Printer,Office,South,1,857,172.91,2023,5,May,20.17619603267211
2023-01-28,Tablet,Electronics,East,1,169,22.99,2023,1,January,13.603550295857989
2023-10-01,Tablet,Electronics,West,7,1463,175.13,2023,10,October,11.970608339029392
2022-12-18,Camera,Electronics,East,8,7528,1283.07,2022,12,December,17.04396918172157
2022-12-24,Smartwatch,Electronics,West,2,1158,227.61,2022,12,December,19.655440414507773
2022-06-17,Monitor,Accessories,West,4,200,20.25,2022,6,June,10.125
2023-01-01,Smartphone,Electronics,West,2,1514,180.67,2023,1,January,11.933289299867898
2024-07-07,Smartwatch,Electronics,South,7,2632,738.93,2024,7,July,28.074848024316108
2022-07-31,Keyboard,Accessories,North,1,358,77.84,2022,7,July,21.743016759776538
2023-06-04,Camera,Electronics,East,8,2360,653.3,2023,6,June,27.682203389830505
2023-08-29,Keyboard,Accessories,South,5,5275,594.29,2023,8,August,11.266161137440758
2023-04-06,Monitor,Accessories,East,9,1719,251.85,2023,4,April,14.650959860383944
2023-02-04,Smartphone,Electronics,West,6,1956,434.03,2023,2,February,22.18967280163599
2022-08-27,Keyboard,Accessories,West,3,1875,152.07,2022,8,August,8.1104
2022-06-13,Monitor,Accessories,South,4,984,157.72,2022,6,June,16.028455284552845
2023-08-20,Camera,Electronics,South,4,3616,789.63,2023,8,August,21.837112831858406
2024-10-18,Tablet,Electronics,West,5,4560,1180.8,2024,10,October,25.894736842105264
2024-09-14,Smartphone,Electronics,West,8,7496,2019.32,2024,9,September,26.93863393810032
2022-08-17,Camera,Electronics,North,5,5070,889.97,2022,8,August,17.553648915187377
2022-04-21,Smartwatch,Electronics,North,5,4505,1351.28,2022,4,April,29.99511653718091
2022-01-13,Tablet,Electronics,South,2,1916,503.83,2022,1,January,26.295929018789145
2024-08-28,Camera,Electronics,West,7,8113,1103.57,2024,8,August,13.602489831135214
2022-08-13,Laptop,Electronics,North,9,1809,392.44,2022,8,August,21.693753454947483
2023-09-01,Laptop,Electronics,South,3,1227,229.75,2023,9,September,18.724531377343112
2023-07-20,Laptop,Electronics,South,6,2040,124.65,2023,7,July,6.110294117647059
2022-12-22,Tablet,Electronics,West,6,6324,629.2,2022,12,December,9.949399114484505
2023-03-25,Printer,Office,North,3,2724,521.24,2023,3,March,19.13509544787078
2023-05-14,Laptop,Electronics,South,1,1188,110.32,2023,5,May,9.286195286195285
2024-01-23,Keyboard,Accessories,East,8,8776,1561.07,2024,1,January,17.787944393801276
2023-03-25,Laptop,Electronics,South,9,5553,1432.76,2023,3,March,25.80154871240771
2022-08-27,Smartphone,Electronics,South,2,970,262.19,2022,8,August,27.029896907216493
2022-07-15,Keyboard,Accessories,South,5,940,56.7,2022,7,July,6.031914893617022
2024-07-08,Printer,Office,East,1,1175,171.51,2024,7,July,14.596595744680851
2022-11-07,Laptop,Electronics,East,9,4860,1425.54,2022,11,November,29.332098765432097
2022-10-18,Headphones,Accessories,North,1,987,207.69,2022,10,October,21.04255319148936
2024-05-17,Camera,Electronics,East,7,2968,485.13,2024,5,May,16.34535040431267
2022-03-09,Mouse,Accessories,East,3,2172,364.77,2022,3,March,16.794198895027623
2022-01-01,Headphones,Accessories,South,7,3941,628.96,2022,1,January,15.959401167216445
2022-06-22,Headphones,Accessories,North,7,2261,566.36,2022,6,June,25.04909332153914
2022-07-15,Smartwatch,Electronics,West,9,8802,2519.93,2022,7,July,28.62906157691433
2023-03-15,Printer,Office,South,5,3025,172.43,2023,3,March,5.700165289256198
2022-01-16,Printer,Office,North,4,4428,600.55,2022,1,January,13.56255645889792
2024-10-28,Mouse,Accessories,West,9,7344,1417.84,2024,10,October,19.306100217864923
2024-08-23,Keyboard,Accessories,East,4,2236,167.78,2024,8,August,7.503577817531306
2024-11-24,Smartphone,Electronics,South,8,536,57.08,2024,11,November,10.649253731343283
2024-10-20,Monitor,Accessories,North,5,1980,249.22,2024,10,October,12.586868686868687
2022-01-26,Printer,Office,East,6,2100,202.86,2022,1,January,9.66
2023-04-16,Smartwatch,Electronics,West,3,1497,122.76,2023,4,April,8.200400801603207
2024-07-18,Laptop,Electronics,North,6,4200,1013.7,2024,7,July,24.13571428571429
2022-11-21,Headphones,Accessories,South,2,1242,191.82,2022,11,November,15.444444444444445
2022-11-29,Smartwatch,Electronics,South,5,1570,312.81,2022,11,November,19.92420382165605
2023-07-01,Monitor,Accessories,East,4,428,86.62,2023,7,July,20.238317757009348
2023-02-02,Printer,Office,South,1,914,270.74,2023,2,February,29.62144420131291
2024-12-13,Tablet,Electronics,North,3,465,98.93,2024,12,December,21.275268817204303
2022-08-27,Smartwatch,Electronics,North,2,1062,83.49,2022,8,August,7.861581920903954
2022-05-26,Camera,Electronics,South,8,8720,1984.11,2022,5,May,22.75355504587156
2024-02-04,Mouse,Accessories,South,6,1308,343.61,2024,2,February,26.26987767584098
2024-12-12,Headphones,Accessories,South,9,8514,1291.97,2024,12,December,15.174653511862815
2023-02-07,Tablet,Electronics,North,2,1212,151.07,2023,2,February,12.464521452145213
2023-04-24,Headphones,Accessories,West,4,2576,503.57,2023,4,April,19.548524844720497
2023-09-26,Keyboard,Accessories,East,8,4800,606.19,2023,9,September,12.628958333333335
2022-10-02,Smartwatch,Electronics,East,5,1440,274.54,2022,10,October,19.06527777777778
2022-09-12,Smartwatch,Electronics,North,9,10251,737.45,2022,9,September,7.193932299287875
2023-01-18,Smartphone,Electronics,North,7,3038,570.98,2023,1,January,18.794601711652405
2022-11-24,Monitor,Accessories,West,9,6993,1945.56,2022,11,November,27.82153582153582
2024-03-07,Monitor,Accessories,East,4,1632,247.88,2024,3,March,15.188725490196079
2024-10-07,Keyboard,Accessories,East,9,5706,1704.8,2024,10,October,29.87732211706975
2022-08-29,Camera,Electronics,North,9,9657,1187.22,2022,8,August,12.293880086983537
2022-01-31,Smartwatch,Electronics,East,5,4405,450.83,2022,1,January,10.23450624290579
2023-12-14,Keyboard,Accessories,East,4,1720,360.78,2023,12,December,20.975581395348836
2023-08-13,Camera,Electronics,South,7,4557,234.62,2023,8,August,5.148562650866798
2024-12-12,Headphones,Accessories,West,7,2380,431.43,2024,12,December,18.12731092436975
2022-02-11,Headphones,Accessories,North,8,456,74.99,2022,2,February,16.44517543859649
2023-11-16,Camera,Electronics,East,6,6534,355.03,2023,11,November,5.433578206305478
2022-03-04,Smartphone,Electronics,North,6,3456,307.46,2022,3,March,8.896412037037036
2022-06-29,Keyboard,Accessories,West,9,8163,2352.46,2022,6,June,28.818571603577116
2023-08-28,Headphones,Accessories,North,6,4656,601.71,2023,8,August,12.923324742268042
2022-09-16,Smartphone,Electronics,West,2,966,241.54,2022,9,September,25.004140786749478
2022-12-02,Mouse,Accessories,East,4,2580,669.67,2022,12,December,25.956201550387597
2022-10-02,Camera,Electronics,South,9,8127,1906.5,2022,10,October,23.458840900701368
2022-05-19,Smartwatch,Electronics,South,4,2128,614.05,2022,5,May,28.855733082706763
2022-06-05,Smartphone,Electronics,South,9,6417,1100.52,2022,6,June,17.15007012622721
2022-06-11,Keyboard,Accessories,East,7,3997,494.78,2022,6,June,12.378784088066048
2023-03-14,Laptop,Electronics,West,1,879,149.52,2023,3,March,17.010238907849832
2023-11-17,Laptop,Electronics,North,3,2415,538.39,2023,11,November,22.2935817805383
2024-09-27,Camera,Electronics,West,4,1064,314.84,2024,9,September,29.590225563909772
2022-02-17,Mouse,Accessories,South,4,1156,326.92,2022,2,February,28.280276816608996
2022-05-12,Smartphone,Electronics,North,1,1184,218.27,2022,5,May,18.434966216216218
2022-02-05,Keyboard,Accessories,South,3,1950,211.16,2022,2,February,10.82871794871795
2022-08-29,Laptop,Electronics,South,4,1088,295.09,2022,8,August,27.12224264705882
2023-12-04,Printer,Office,South,6,4380,522.3,2023,12,December,11.924657534246574
2024-04-20,Camera,Electronics,South,1,998,196.17,2024,4,April,19.6563126252505
2024-05-25,Smartphone,Electronics,East,6,5766,675.17,2024,5,May,11.709503988900451
2024-10-09,Tablet,Electronics,West,6,3120,274.65,2024,10,October,8.802884615384615
2022-03-07,Printer,Office,East,7,637,68.11,2022,3,March,10.692307692307693
2023-10-26,Laptop,Electronics,West,6,3306,697.74,2023,10,October,21.10526315789474
2022-05-31,Monitor,Accessories,South,6,7020,726.72,2022,5,May,10.352136752136753
2022-09-16,Camera,Electronics,South,7,5971,502.14,2022,9,September,8.409646625355887
2023-11-22,Laptop,Electronics,North,2,750,77.68,2023,11,November,10.357333333333333
2024-04-26,Tablet,Electronics,North,3,2379,523.0,2024,4,April,21.98402690205969
2022-08-21,Camera,Electronics,North,1,699,108.94,2022,8,August,15.585121602288984
2023-01-16,Camera,Electronics,West,9,6876,1895.24,2023,1,January,27.563118091913903
2022-02-02,Monitor,Accessories,North,8,1800,494.02,2022,2,February,27.445555555555558
2024-07-11,Tablet,Electronics,South,5,1255,236.25,2024,7,July,18.824701195219124
2022-06-04,Smartwatch,Electronics,East,9,1998,343.58,2022,6,June,17.196196196196194
